material_id,formula,predicted_bandgap,period,electronegativity,covalent_radius,valence_electrons,ionization_energy,electron_affinity,atomic_volume,bond_length,bond_angle
5459203,Ca4 Tl8 V4 Cl24,1.157,3.8,2.5219999999999994,120.0,5.5,2.109000000000001,2.434000000000001,26.990791548617892,3.301547049238682,72.14416225122004
5459308,Tl8 In4 Bi4 Cl24,0.894,4.1,2.5999999999999996,120.0,5.6,2.109000000000001,2.434000000000001,35.33135854942335,3.6265669656010884,73.67948264658055
5459323,Tl8 V4 Ge4 Cl24,0.692,3.8,2.6389999999999993,115.0,5.7,2.126000000000001,2.583000000000001,26.197291393391463,3.282338273430119,72.71147790804389
5459328,Mn4 Tl8 Ge4 Cl24,1.345,3.8,2.6389999999999993,115.0,5.9,2.126000000000001,2.459000000000001,27.011661184038314,3.3211244398392124,72.06044805808978
5459373,Li4 Sc4 Tl8 Cl24,4.019,3.6,2.4829999999999997,117.5,5.2,2.076000000000001,2.434000000000001,25.284850089384804,3.267198032642684,72.15347695396883
5459378,Li4 Tl8 Rh4 Cl24,1.409,3.7,2.5989999999999993,115.0,5.8,2.093000000000001,2.583000000000001,23.739295166014685,3.1675867110599656,71.2846269722643
5459393,Li4 Tl8 Cr4 Cl24,1.397,3.6,2.5219999999999994,115.0,5.5,2.093000000000001,2.5080000000000013,23.581186612946162,3.159233943341911,71.89276533823315
5459403,Li4 Tl8 Co4 Cl24,0.806,3.6,2.5219999999999994,112.5,5.8,2.093000000000001,2.5080000000000013,22.410671108834507,3.0885927668366477,71.90301310871341
5459408,Li4 Tl8 Ir4 Cl24,1.413,3.8,2.560999999999999,115.0,5.8,2.1130000000000004,2.583000000000001,23.824418587098563,3.170442499379302,72.54844044457244
5459473,Tl8 V4 Pb4 Cl24,0.796,4.0,2.5999999999999996,117.5,5.7,2.126000000000001,2.5080000000000013,29.266405386665575,3.363792642958561,71.9705986543385
5459513,Sc4 Tl8 Ga4 Cl24,2.518,3.8,2.5609999999999995,117.5,5.4,2.092000000000001,2.434000000000001,29.859133365848873,3.3936859139472717,71.8921025843152
5459523,Tl8 Cr4 Ga4 Cl24,1.093,3.8,2.5999999999999996,115.0,5.7,2.109000000000001,2.5080000000000013,26.81019622224495,3.2609213627852243,72.71736872077649
5459563,Cs8 Al4 In4 Cl24,2.91,3.8,2.365999999999999,137.5,5.0,2.032000000000001,2.434000000000001,31.093098663784684,3.374567019755014,70.82743994518641
5459568,Cs8 In4 Ga4 Cl24,1.569,3.9,2.365999999999999,137.5,5.0,2.032000000000001,2.434000000000001,31.142891804410038,3.4001315845937157,70.70147992020595
5459629,Cs8 Mg4 Sn4 Cl24,3.195,3.8,2.3659999999999997,140.0,5.0,2.0660000000000007,2.469000000000001,30.45721470000631,3.425018879643049,72.54356338908656
5459654,Cs8 Al4 Cu4 Cl24,0.727,3.7,2.365999999999999,132.5,5.8,2.049000000000001,2.583000000000001,24.968272156552096,3.2127675002262515,71.37960135821396
5459759,Cs8 Ag4 As4 Cl24,1.449,3.9,2.4439999999999995,135.0,6.0,2.0860000000000007,2.583000000000001,28.960587787434832,3.3866645105814173,71.31813321088836
5459769,Cs8 Ag4 Sb4 Cl24,1.56,4.0,2.4439999999999995,137.5,6.0,2.0860000000000007,2.6580000000000013,31.220810596801925,3.5041155350810227,70.76455701798227
5459809,Cs8 Ag4 Mo4 Cl24,1.095,4.0,2.4439999999999995,137.5,6.1,2.0660000000000007,2.583000000000001,28.445974858306506,3.350191281288713,70.86655468895812
5459814,Cs8 Ga4 Ag4 Cl24,1.044,3.9,2.4049999999999994,135.0,5.8,2.049000000000001,2.583000000000001,27.623487895403787,3.3068790490614033,72.64336612240952
5459849,Cs8 Cr4 Ag4 Cl24,0.951,3.9,2.4049999999999994,135.0,6.1,2.0660000000000007,2.583000000000001,26.95879266405969,3.2706717487098187,72.0433751653474
5459879,Cs8 Na4 Sb4 Cl24,3.107,3.8,2.3269999999999995,140.0,5.0,2.053000000000001,2.583000000000001,31.64341821314136,3.5127703178969467,70.82207294681723
5459894,Cs8 Na4 Hg4 Cl24,2.934,3.9,2.2879999999999994,137.5,5.7,2.0740000000000007,2.3840000000000012,30.515421854942286,3.4649963150731624,72.263219644679
5459904,Cs8 Na4 Cd4 Cl24,4.375,3.8,2.2879999999999994,137.5,5.7,2.053000000000001,2.364000000000001,30.074989560613254,3.447232321109779,72.22732641380648
5459914,Cs8 Na4 Sc4 Cl24,4.185,3.7,2.2489999999999997,140.0,4.8,2.016000000000001,2.434000000000001,29.248933914451477,3.384739442284291,72.27269486970332
5459919,Cs8 Na4 Rh4 Cl24,1.398,3.8,2.3649999999999993,137.5,5.4,2.033000000000001,2.583000000000001,27.631979392558105,3.28981557514588,71.33214826083245
5459929,Cs8 Na4 As4 Cl24,3.14,3.7,2.3269999999999995,137.5,5.0,2.053000000000001,2.5080000000000013,29.538023869762633,3.398439193936789,71.80871206266075
5459964,Cs8 Al4 Au4 Cl24,0.725,3.9,2.4429999999999996,135.0,5.8,2.069000000000001,2.6570000000000014,27.181190769037187,3.2722306457281802,71.7937348367191
5460004,Cs8 Ca4 V4 Cl24,1.27,3.8,2.2879999999999994,140.0,5.1,2.049000000000001,2.434000000000001,28.337467551382673,3.3572498145814818,72.21179777560938
5460014,Cs8 Sr4 Li4 Cl24,5.821,3.7,2.2099999999999995,142.5,4.7,2.016000000000001,2.434000000000001,30.905271869186105,3.437954000912508,73.38309376571632
5460039,Cs8 Cd4 Sn4 Cl24,1.91,4.0,2.4049999999999994,137.5,6.0,2.086000000000001,2.439000000000001,32.11354606298487,3.520110198298705,72.02545673333518
5460079,Cs8 K4 Ge4 Cl24,3.695,3.8,2.2879999999999994,142.5,4.9,2.019000000000001,2.583000000000001,32.81161766184745,3.4682863974661244,72.23446391496243
5460089,Cs8 K4 Cu4 Cl24,5.053,3.8,2.2489999999999997,140.0,5.6,2.019000000000001,2.583000000000001,30.123914143728292,3.3539080697446977,72.61836882197414
5460094,Cs8 K4 Mg4 Cl24,5.519,3.7,2.2099999999999995,145.0,4.7,2.019000000000001,2.394000000000001,32.525075557035464,3.460595238083935,70.94735295159842
5460109,Cs8 K4 Mn4 Cl24,1.329,3.8,2.2489999999999997,142.5,5.2,2.019000000000001,2.3840000000000012,30.949564910290416,3.3821148900544897,71.55364296991128
5460124,Cs8 K4 Hg4 Cl24,3.291,4.0,2.2489999999999997,142.5,5.7,2.060000000000001,2.3840000000000012,34.23183671297783,3.554873230400921,72.10792247789536
5460129,Cs8 K4 Al4 Cl24,4.778,3.7,2.2489999999999997,142.5,4.8,2.002000000000001,2.5080000000000013,30.440950732367305,3.3546452056925844,70.92365048247568
5460174,Cs8 Ba4 Ti4 Cl24,1.103,4.0,2.2489999999999997,142.5,5.0,2.033000000000001,2.360000000000001,33.209434672185566,3.4917632907537524,71.07036529057123
5460179,Cs8 In4 Bi4 Cl24,1.212,4.1,2.365999999999999,140.0,5.2,2.049000000000001,2.434000000000001,36.66817009348351,3.660867089321049,72.59783403993231
5460274,Cs8 Li4 Hg4 Cl24,2.712,3.8,2.2879999999999994,135.0,5.7,2.0740000000000007,2.3840000000000012,28.17495177068937,3.384667503971211,72.85556954267071
5460309,Cs8 Li4 Al4 Cl24,4.095,3.5,2.2879999999999994,135.0,4.8,2.016000000000001,2.5080000000000013,25.537867244634278,3.222616596326451,72.10935822135788
5460314,Cs8 Li4 Tc4 Cl24,0.981,3.7,2.3269999999999995,135.0,5.2,2.033000000000001,2.5080000000000013,26.05654125020205,3.2650705244431606,71.52438803817333
5460324,Cs8 Li4 Mg4 Cl24,5.791,3.5,2.2489999999999997,137.5,4.7,2.033000000000001,2.394000000000001,26.674407981355436,3.3177066542004567,72.19060375273453
5460329,Cs8 Li4 Sb4 Cl24,3.258,3.7,2.3269999999999995,137.5,5.0,2.053000000000001,2.583000000000001,29.170745547954134,3.4227029958945083,71.3363367729134
5460374,Cs8 Sn4 Pb4 Cl24,1.55,4.1,2.4049999999999994,140.0,5.2,2.0660000000000007,2.583000000000001,35.89090615019989,3.669783655461882,70.6631775835812
5460394,Cs8 Fe4 Pb4 Cl24,0.635,4.0,2.365999999999999,137.5,5.6,2.0660000000000007,2.434000000000001,28.212017687002458,3.2951302339333908,72.38635560726735
5460419,Cs8 Sn4 Hg4 Cl24,0.744,4.1,2.4049999999999994,137.5,6.0,2.1070000000000007,2.459000000000001,32.729900252564775,3.5606851670178115,71.38306047487599
5460439,Cs8 Hg4 Ge4 Cl24,0.709,4.0,2.4049999999999994,135.0,6.0,2.1070000000000007,2.459000000000001,30.449994032719406,3.4681253544513178,72.24418594697227
5460469,Cs8 Mg4 Hg4 Cl24,1.665,3.9,2.3269999999999995,137.5,5.8,2.1070000000000007,2.270000000000001,28.45014687782541,3.371204977615823,71.20924610669601
5460479,Cs8 Al4 Ga4 Cl24,3.127,3.7,2.365999999999999,135.0,5.0,2.032000000000001,2.5080000000000013,29.096456493693115,3.322882441435574,71.7186637949698
5463074,Na8 Sc4 Re4 O24,1.504,2.8,2.639,87.5,4.8,2.077000000000001,1.0219999999999998,12.24405273947851,2.5359940027214845,72.14329689528284
5463084,Na8 Sc4 Tc4 O24,0.647,2.7,2.678,87.5,4.8,2.077000000000001,1.0959999999999996,12.202421925339374,2.5332566274220714,73.15202228828701
5463124,Na8 Y4 Tc4 O24,0.768,2.8,2.678,90.0,4.8,2.077000000000001,1.0959999999999996,13.53178218009838,2.5945485717622647,70.28657881893456
5463204,Na8 Mg4 Os4 O24,0.664,2.7,2.678,87.5,4.8,2.1140000000000008,1.1309999999999996,11.48788758185747,2.488443513375274,73.93803902432494
5463264,Na8 Ni4 Os4 O24,1.133,2.8,2.756,82.5,5.6,2.1140000000000008,1.3199999999999994,11.328160245390851,2.4800214282071744,71.2327314849035
5463304,Na8 Mn4 W4 O24,0.938,2.8,2.678,85.0,5.1,2.0940000000000007,1.0459999999999996,10.901871141026914,2.4692268868814096,73.47802582533113
5463324,Na8 Ti4 W4 O24,1.482,2.8,2.639,85.0,4.8,2.0940000000000007,1.0959999999999996,11.529958141825217,2.515639469483729,72.37163911671749
5463744,Sr8 Mg4 Mo4 O24,1.99,3.0,2.678,100.0,4.8,2.126000000000001,0.9079999999999997,12.317811889651455,2.558222442630734,73.68359257654863
5463829,Sr8 Zn4 Mo4 O24,1.99,3.1,2.7169999999999996,97.5,5.8,2.146000000000001,0.8879999999999997,12.525353252829408,2.566358614914576,73.24723676482748
5463844,Sr8 Zn4 W4 O24,2.989,3.2,2.678,95.0,5.8,2.146000000000001,0.8879999999999997,12.576621532240564,2.5690928006430567,71.09593924478935
5464014,Sr8 Ni4 Te4 O24,2.148,3.1,2.756,92.5,5.6,2.146000000000001,1.2459999999999993,12.363588571342984,2.559604624375716,71.0711867909103
5464049,Sr8 Ca4 W4 O24,3.065,3.2,2.5999999999999996,100.0,4.8,2.109000000000001,0.9479999999999997,13.992715162663236,2.6329669964561604,72.66649245619291
5464144,Sr8 Mn4 W4 O24,1.218,3.2,2.678,95.0,5.3,2.126000000000001,0.8979999999999997,12.93074073701752,2.585159214971059,70.97610378965622
5464204,Sr8 Ta4 Tl4 O24,3.107,3.4,2.639,100.0,4.8,2.109000000000001,0.9479999999999997,14.334156070340587,2.6675526697194534,70.84029514303539
5464224,Sr8 Nb4 Tl4 O24,2.924,3.3,2.678,100.0,4.8,2.109000000000001,1.0219999999999998,14.440444417725306,2.6767354629239164,71.47941035678988
5464294,Sr8 Li4 Tc4 O24,1.135,2.9,2.639,95.0,4.8,2.093000000000001,1.0219999999999998,11.986925355918412,2.527488740566376,71.52499437233547
5464399,K8 Sc4 Re4 O24,1.489,3.0,2.561,97.5,4.8,2.049000000000001,1.0219999999999998,12.714912868349609,2.5630069959093023,71.87602995135688
5464469,K8 Y4 Re4 O24,1.648,3.1,2.561,100.0,4.8,2.049000000000001,1.0219999999999998,14.040280366905677,2.6225655734940005,71.42986740972283
5464539,K8 Mg4 Os4 O24,0.874,2.9,2.6,97.5,4.8,2.0860000000000007,1.1309999999999996,12.29613489776227,2.533503146054609,72.55565195917045
5464579,K8 Zn4 Os4 O24,1.089,3.0,2.639,95.0,5.8,2.1060000000000008,1.1109999999999995,12.427587914769312,2.5391612590222357,70.77246387171355
5464614,K8 Ni4 Os4 O24,1.315,3.0,2.678,92.5,5.6,2.0860000000000007,1.3199999999999994,12.143434887128901,2.5263001419123046,71.72114171310234
5464659,K8 Ca4 Os4 O24,1.054,3.0,2.561,100.0,4.8,2.069000000000001,1.1709999999999996,14.24038429341102,2.618029751874127,71.45177611954085
5464669,K8 Cd4 Os4 O24,1.515,3.1,2.639,95.0,5.8,2.1060000000000008,1.1009999999999995,13.874234649420666,2.6027934625683953,71.47529183894221
5464704,K8 Nb4 Bi4 O24,0.77,3.1,2.5999999999999996,100.0,4.8,2.0660000000000007,1.1699999999999995,13.721768001655661,2.652274944625063,71.3247120127859
5464744,K8 Ti4 Te4 O24,1.396,2.9,2.6,95.0,4.8,2.0860000000000007,1.2449999999999997,12.131181751076493,2.556830267721007,71.31670949281201
5464834,K8 Hg4 Os4 O24,1.508,3.2,2.639,95.0,5.8,2.1270000000000007,1.1209999999999996,14.373262242221003,2.6249946328899183,71.53035512123918
5464859,K8 Zr4 Te4 O24,2.563,3.0,2.6,97.5,4.8,2.069000000000001,1.3189999999999995,13.023712485217127,2.5934757466462495,70.97049608634097
5464879,Rb8 Mg4 Os4 O24,0.872,3.1,2.6,102.5,4.8,2.0860000000000007,1.1309999999999996,12.800663179452979,2.560318213876296,70.93962540552883
5464889,Rb8 Cd4 Os4 O24,1.517,3.3,2.639,100.0,5.8,2.1060000000000008,1.1009999999999995,14.314327983238453,2.6248640283980826,70.58327789766855
5464959,Ba8 In4 Os4 O24,0.607,3.5,2.7169999999999996,97.5,5.1,2.0970000000000004,1.0229999999999997,14.074502803142277,2.660369400642952,71.54858393408337
5465074,Ba8 Y4 Sb4 O24,4.218,3.4,2.678,102.5,4.8,2.0970000000000004,1.0229999999999997,15.00267464206976,2.707736389970309,71.41740699051363
5465079,Ba8 Y4 Fe4 O24,0.542,3.3,2.639,100.0,5.1,2.077000000000001,0.8739999999999999,13.777386365795365,2.60789257966089,71.35771259227687
5465134,Ba8 Y4 Nb4 O24,3.175,3.4,2.639,102.5,4.8,2.077000000000001,0.9479999999999997,15.197000233416006,2.7203640595894276,71.8886769540519
5465239,Ba8 Cu4 Re4 O24,0.635,3.4,2.678,92.5,5.8,2.0940000000000007,1.0229999999999997,13.584569632086533,2.6076285095322116,72.30635968820457
5465339,Ba8 Mg4 Mo4 O24,2.156,3.2,2.678,100.0,4.8,2.0940000000000007,0.9079999999999997,13.259568993972133,2.6101651708395543,71.188762222028
5465384,Ba8 Mg4 W4 O24,2.984,3.3,2.639,97.5,4.8,2.0940000000000007,0.9079999999999997,13.309581597209633,2.6122290622913966,71.73228230075516
5465429,Ba8 Ta4 Rh4 O24,1.268,3.5,2.7159999999999997,97.5,5.4,2.0940000000000007,1.0229999999999997,13.357149648521883,2.635257026673477,71.41869195085013
5465509,Ba8 Zn4 Te4 O24,0.872,3.3,2.7169999999999996,95.0,5.8,2.134000000000001,1.0369999999999995,13.572453532130206,2.6276347899918404,71.20375312361631
5465519,Ba8 Zn4 Mo4 O24,2.32,3.3,2.7169999999999996,97.5,5.8,2.1140000000000008,0.8879999999999997,13.407629355931306,2.6149994380685895,70.91754350682277
5465599,Ba8 Na4 Tc4 O24,1.264,3.2,2.639,97.5,4.8,2.061000000000001,1.0219999999999998,14.027010192468333,2.6224657324920857,71.12333271561059
5465669,Ba8 Ni4 Te4 O24,1.521,3.3,2.756,92.5,5.6,2.1140000000000008,1.2459999999999993,13.34370446621376,2.616287752296271,71.39377010239005
5465684,Ba8 Ni4 Mo4 O24,2.342,3.3,2.756,95.0,5.6,2.0940000000000007,1.0969999999999995,12.989784740476182,2.59584710899122,70.59047837616522
5465719,Ba8 Ca4 Te4 O24,3.462,3.3,2.639,100.0,4.8,2.0970000000000004,1.0969999999999995,14.751857949112264,2.6735729110948663,70.94377558168685
5465814,Ba8 Cd4 W4 O24,3.276,3.5,2.678,95.0,5.8,2.1140000000000008,0.8779999999999998,14.629535476841951,2.6642072625173734,71.29249779558009
5465829,Ba8 Cd4 Mo4 O24,2.44,3.4,2.7169999999999996,97.5,5.8,2.1140000000000008,0.8779999999999998,14.581284300702999,2.661863260622645,70.47782482797213
5465839,Ba8 Cd4 Te4 O24,1.246,3.4,2.7169999999999996,95.0,5.8,2.134000000000001,1.0269999999999997,14.675504669492417,2.670336706901531,72.00875869266008
5465964,Ba8 Nb4 Bi4 O24,2.136,3.5,2.678,100.0,5.0,2.0940000000000007,1.0219999999999998,15.948711000127535,2.748079378972366,71.28835567782369
5465969,Ba8 Bi4 Os4 O24,0.598,3.6,2.7169999999999996,97.5,5.3,2.1140000000000008,1.0969999999999995,15.349357488775027,2.7085108785156025,71.50247490257581
5466024,Ba8 Ta4 Tl4 O24,2.785,3.6,2.639,100.0,4.8,2.077000000000001,0.9479999999999997,14.966892018021909,2.701059391872293,72.6136539921477
5466029,Ba8 Nb4 Tl4 O24,2.61,3.5,2.678,100.0,4.8,2.077000000000001,1.0219999999999998,15.063989781128777,2.710120925210453,71.29255381238495
5466114,Ba8 Li4 Tc4 O24,1.149,3.1,2.639,95.0,4.8,2.061000000000001,1.0219999999999998,12.975119577099514,2.578362330634805,71.14070322145821
5466194,Ba8 Ta4 Fe4 O24,1.75,3.4,2.639,97.5,5.3,2.0940000000000007,0.8739999999999999,13.33597733297935,2.639204944741259,70.91643001045348
5466204,Ba8 Mo4 Pb4 O24,0.637,3.5,2.7169999999999996,100.0,5.0,2.0940000000000007,1.0219999999999998,16.272182943442935,2.7333587642638024,72.34769074628798
5466219,Ba8 Te4 Pb4 O24,1.61,3.5,2.7169999999999996,97.5,5.0,2.1140000000000008,1.1709999999999996,16.25146482247026,2.7405940550997987,71.05253608536181
5466299,Ba8 Ga4 Sb4 O24,0.501,3.3,2.7169999999999996,97.5,4.8,2.0970000000000004,1.0969999999999995,13.210816211053052,2.6363411080202663,70.94350736339052
5466364,Mg4 Pb8 W4 O24,2.611,3.3,2.795,87.5,5.2,2.160000000000001,1.0559999999999996,12.581426052215212,2.5736737732060035,73.34894425533298
5617755,K8 Ag4 H24 Ir4,0.844,2.5,1.7480000000000007,80.0,2.8,2.0860000000000007,0.8699999999999996,11.613966270495322,2.442547485583572,71.95715324955104
5617809,K8 Li4 Mo4 H24,1.778,2.1,1.6310000000000007,82.5,1.5,2.033000000000001,0.7199999999999996,12.550288766092375,2.547801148256776,71.62981831767829
5618033,Na8 Mg4 V4 H24,0.859,1.9,1.7090000000000007,72.5,1.5,2.0940000000000007,0.6059999999999998,10.135866127292726,2.3953687734791203,71.75047487224651
5618225,Ca8 V4 H24 Pd4,0.541,2.3,1.7870000000000008,75.0,2.7,2.146000000000001,0.5719999999999998,10.536682705288062,2.437869036668614,72.6251262052453
5618549,K8 Mg4 V4 H24,1.079,2.1,1.6310000000000007,82.5,1.5,2.0660000000000007,0.6059999999999998,11.92465256353682,2.5274339271725785,72.94788725028167
5618585,K8 Ag4 H24 Rh4,0.563,2.4,1.7860000000000007,80.0,2.8,2.0660000000000003,0.8699999999999996,11.644450180119788,2.4427294124099364,72.81059939010441
5618601,K8 Na4 H24 Os4,2.127,2.3,1.6310000000000007,82.5,1.7,2.053000000000001,0.7949999999999997,12.702169312443987,2.4990426398869117,72.00705972717641
5618605,K8 Na4 H24 W4,1.501,2.3,1.5920000000000007,82.5,1.5,2.0330000000000004,0.7199999999999996,13.727741898918461,2.592166363591952,71.20437711961327
5618621,K8 Na4 Mo4 H24,1.74,2.2,1.6310000000000007,85.0,1.5,2.033000000000001,0.7199999999999996,13.803883668249592,2.598768572428014,71.45745101755902
5618779,K8 Li4 H24 Os4,2.264,2.2,1.6310000000000007,80.0,1.7,2.053000000000001,0.7949999999999997,11.865859401050235,2.463907496759463,71.82673503010938
5618787,K8 Li4 Tc4 H24,1.427,2.1,1.6310000000000007,80.0,1.6,2.033000000000001,0.7199999999999996,12.193389173050882,2.503342027175953,71.51773840613139
5618791,K8 Li4 H24 Rh4,2.532,2.1,1.6690000000000005,80.0,1.8,2.0330000000000004,0.7949999999999997,11.534735215664764,2.4269686380915863,71.48642245264114
5618931,Rb8 Ag4 H24 Ir4,0.777,2.7,1.7480000000000007,85.0,2.8,2.0860000000000007,0.8699999999999996,12.87613560907414,2.5057270324128753,71.53139831144335
5618943,Rb8 Na4 Mo4 H24,1.725,2.4,1.6310000000000007,90.0,1.5,2.033000000000001,0.7199999999999996,14.919370400504913,2.653428987792708,71.0416548975983
5619239,Cs8 Na4 Mo4 H24,1.715,2.6,1.6310000000000007,95.0,1.5,2.033000000000001,0.7199999999999996,16.581338049044852,2.7292135080571973,71.86195279710843
5619283,Sc4 In8 Ag4 Br24,2.746,4.3,2.599999999999999,117.5,6.2,1.965000000000001,2.361000000000001,32.256880213641864,3.5198182340871766,70.74514624269328
5619291,Na4 Sc4 In8 Br24,3.296,4.1,2.4829999999999997,120.0,5.2,1.932000000000001,2.286000000000001,32.943111265347454,3.5360752291085547,71.13612232916806
5619311,Li4 Sc4 In8 Br24,3.13,4.0,2.4829999999999997,117.5,5.2,1.932000000000001,2.286000000000001,30.375724745198816,3.473848365593709,71.2506808286925
5619335,Sc4 In8 Ga4 Br24,2.263,4.2,2.5609999999999995,117.5,5.4,1.948000000000001,2.286000000000001,35.0622724588164,3.592412270433754,72.98470843516294
5619363,K8 Sc4 Cu4 Br24,2.093,4.0,2.3269999999999995,125.0,5.8,1.9050000000000007,2.5090000000000012,30.109424983640544,3.4718713955068963,71.41907310187013
5619379,K8 Sc4 Ag4 Br24,2.922,4.1,2.3659999999999997,127.5,5.8,1.9050000000000007,2.5090000000000012,33.067795673814075,3.546934671032639,71.0197882932673
5619391,K8 Na4 Co4 Br24,0.678,3.9,2.2879999999999994,125.0,5.4,1.8890000000000007,2.5080000000000013,29.47563204775144,3.357896813954659,72.66496789987902
5619419,K8 Li4 Co4 Br24,0.79,3.8,2.2879999999999994,122.5,5.4,1.8890000000000007,2.5080000000000013,27.412339569636693,3.3065397895600896,72.05820990973409
5619427,K8 Li4 Sc4 Br24,3.141,3.8,2.2489999999999997,127.5,4.8,1.872000000000001,2.434000000000001,30.699595029385573,3.4834891111408184,71.28216320173003
5619439,Rb8 Sc4 In4 Br24,2.275,4.3,2.3269999999999995,135.0,5.0,1.888000000000001,2.360000000000001,38.03612308000008,3.6624282694204324,72.08997922357241
5619443,Rb8 Cr4 In4 Br24,0.86,4.3,2.365999999999999,132.5,5.3,1.9050000000000011,2.434000000000001,34.380749100599324,3.5294186487905668,70.65811450275277
5619555,Rb8 Al4 Ag4 Br24,1.34,4.2,2.4049999999999994,130.0,5.8,1.9050000000000007,2.583000000000001,31.171318091040536,3.45071359795843,70.73143732716014
5619571,Rb8 Y4 Ag4 Br24,3.245,4.4,2.3659999999999997,135.0,5.8,1.9050000000000007,2.5090000000000012,35.65870041364818,3.6652130724674095,72.74077124585024
5619579,Rb8 Sc4 Ag4 Br24,3.12,4.3,2.3659999999999997,132.5,5.8,1.9050000000000007,2.5090000000000012,33.18877895140578,3.5507735893082226,71.05517409479174
5619611,Rb8 Na4 Al4 Br24,2.686,4.0,2.2879999999999994,132.5,4.8,1.872000000000001,2.5080000000000013,32.023526509085485,3.4672595296179836,72.60485458332725
5619663,Rb8 Y4 Au4 Br24,1.981,4.5,2.4039999999999995,135.0,5.8,1.9250000000000007,2.583000000000001,35.34382419254017,3.656261565498121,72.71500556421522
5619671,Rb8 Sc4 Au4 Br24,1.669,4.4,2.4039999999999995,132.5,5.8,1.9250000000000007,2.583000000000001,32.7257484865808,3.538330379588649,70.9723758396278
5619715,K4 Rb8 Sc4 Br24,3.31,4.2,2.2099999999999995,140.0,4.8,1.858000000000001,2.434000000000001,38.500037777387895,3.673434689980675,71.68396284514913
5619755,Rb8 Sc4 Tl4 Br24,3.1,4.4,2.3269999999999995,135.0,5.0,1.888000000000001,2.434000000000001,38.449252208527064,3.6686756094952413,72.27880292502222
5619763,Rb8 Li4 Sc4 Br24,3.346,4.0,2.2489999999999997,132.5,4.8,1.872000000000001,2.434000000000001,31.462715764804067,3.507557662178445,71.49990489222704
5619799,Rb8 Cr4 Ga4 Br24,0.982,4.2,2.365999999999999,130.0,5.3,1.9050000000000011,2.5080000000000013,32.33399670038706,3.4814835246845006,72.63093353738344
5619803,Rb8 Sc4 Ga4 Br24,2.49,4.2,2.3269999999999995,132.5,5.0,1.888000000000001,2.434000000000001,36.23969709993701,3.625411452390807,73.54101449882873
5619895,Sc4 Tl8 Cu4 Br24,2.121,4.4,2.5609999999999995,115.0,6.2,1.965000000000001,2.5090000000000012,30.153368535106317,3.4744226510077825,72.06948591397493
5619943,Sc4 Tl8 Ag4 Br24,2.96,4.5,2.599999999999999,117.5,6.2,1.965000000000001,2.5090000000000012,32.22856756945406,3.518410326556652,70.8355508368496
5619947,Na4 Sc4 Tl8 Br24,3.334,4.3,2.4829999999999997,120.0,5.2,1.932000000000001,2.434000000000001,32.996442456187765,3.5381573705619296,72.45382628908608
5619959,Na4 Tl8 V4 Br24,1.156,4.3,2.5219999999999994,117.5,5.4,1.949000000000001,2.5080000000000013,31.03867323542405,3.44582538318654,73.1229953620854
5620023,K4 Sc4 Tl8 Br24,3.341,4.4,2.4439999999999995,125.0,5.2,1.918000000000001,2.434000000000001,37.391030474881525,3.646338294902941,73.36154295884506
5620079,Li4 Sc4 Tl8 Br24,3.124,4.2,2.4829999999999997,117.5,5.2,1.932000000000001,2.434000000000001,30.602059589229874,3.4821560171375703,71.62666262404231
5620107,Sc4 Tl8 Ga4 Br24,2.294,4.4,2.5609999999999995,117.5,5.4,1.948000000000001,2.434000000000001,35.259099411140376,3.5976975274534397,72.18430984027393
5620111,Cs8 V4 In4 Br24,1.249,4.5,2.365999999999999,137.5,5.2,1.9050000000000011,2.434000000000001,36.42820559921031,3.587730665847039,71.25927016969412
5620115,Cs8 In4 Ga4 Br24,1.041,4.5,2.365999999999999,137.5,5.0,1.888000000000001,2.434000000000001,37.423639958388065,3.686054260739515,71.1163171769257
5620187,Cs8 Ag4 As4 Br24,0.926,4.5,2.4439999999999995,135.0,6.0,1.9420000000000008,2.583000000000001,33.766634762990584,3.5769868794450685,72.68346824661653
5620219,Cs8 Sc4 Ag4 Br24,2.908,4.5,2.3659999999999997,137.5,5.8,1.9050000000000007,2.5090000000000012,34.00656239572683,3.5760305795144283,70.80134262108264
5620227,Cs8 Na4 Ga4 Br24,1.58,4.3,2.2879999999999994,137.5,4.8,1.872000000000001,2.5080000000000013,34.326337039644805,3.549979156273987,71.07897723212876
5620231,Cs8 Na4 Fe4 Br24,0.681,4.3,2.2879999999999994,137.5,5.3,1.8890000000000007,2.434000000000001,33.418287713238456,3.519414787951586,71.27502480704399
5620243,Cs8 Na4 As4 Br24,2.578,4.3,2.3269999999999995,137.5,5.0,1.9090000000000007,2.5080000000000013,35.251752102813455,3.6048855907367496,71.49718098354847
5620247,Cs8 Sc4 Ni4 Br24,0.634,4.4,2.3659999999999997,135.0,5.7,1.9050000000000007,2.5090000000000012,31.236593149462998,3.515046688999592,71.01487457084006
5620263,Cs8 Ga4 Sb4 Br24,0.612,4.5,2.4049999999999994,137.5,5.2,1.9250000000000007,2.583000000000001,38.53480847095112,3.747907745034817,72.72962496858571
5620287,Cs8 Rb4 Sc4 Br24,3.491,4.5,2.2099999999999995,147.5,4.8,1.858000000000001,2.434000000000001,40.03041049928449,3.704267960948222,72.6293055976874
